gx,gy,gz,ax,ay,az,mx,my,mz,q0,q1,q2,q3
0.008,-0.014,0.041,-0.043,0.062,9.772,-5.4,-7.95,-20.48,0.987,0.065,-0.09,0.096
-0.02,0.059,-0.047,-0.125,-0.038,9.719,-6.3,-5.7,-21.98,0.988,0.065,-0.09,0.095
0.007,-0.017,0.06,-0.407,0.062,9.738,-6.3,-6.45,-21.53,0.987,0.065,-0.09,0.096
0.005,-0.009,0.031,-0.144,0.005,9.7,-6.3,-6.45,-21.53,0.987,0.065,-0.09,0.096
-0.038,0.042,-0.006,-0.067,0.053,9.753,-6.6,-6.45,-22.28,0.987,0.065,-0.09,0.096
0.005,-0.011,0.048,-0.072,0.081,9.781,-5.4,-7.2,-21.98,0.987,0.065,-0.09,0.096
-0.049,0.05,-0.051,-0.134,0.077,9.623,-6.6,-5.7,-21.23,0.987,0.065,-0.09,0.096
-0.034,0.086,0.022,-0.148,0.0,9.791,-6.45,-5.1,-21.83,0.987,0.065,-0.09,0.096
0.017,-0.05,0.054,-0.168,0.029,9.834,-4.5,-5.85,-19.88,0.987,0.065,-0.09,0.097
-0.056,0.068,-0.018,-0.134,0.067,9.709,-4.5,-5.85,-19.88,0.987,0.065,-0.09,0.097
0.005,-0.018,0.004,-0.158,0.105,9.7,-8.1,-5.85,-21.83,0.987,0.065,-0.09,0.097
0.024,0.006,0.013,-0.168,0.005,9.82,-6.3,-6.45,-20.03,0.987,0.065,-0.09,0.097
-0.036,0.071,-0.014,-0.172,-0.057,9.767,-6.3,-6.45,-20.03,0.987,0.065,-0.09,0.097
-0.001,0.041,0.045,-0.12,-0.062,9.729,-4.8,-7.65,-21.38,0.987,0.065,-0.09,0.097
-0.071,0.038,-0.005,-0.177,0.034,9.676,-6.6,-6.45,-19.73,0.987,0.065,-0.09,0.098
0.002,-0.019,0.021,-0.22,0.067,9.714,-7.2,-6.9,-21.83,0.987,0.065,-0.091,0.098
-0.062,0.052,0.008,-0.148,0.062,9.638,-7.05,-5.7,-21.98,0.987,0.065,-0.091,0.098
-0.013,-0.04,0.064,-0.201,0.034,9.671,-6.9,-6.6,-21.08,0.987,0.065,-0.091,0.098
-0.045,0.073,0.003,0.0,0.014,9.671,-6.3,-6.45,-20.48,0.987,0.065,-0.091,0.098
-0.08,-0.011,-0.084,-0.235,0.067,9.772,-6.3,-6.45,-20.48,0.987,0.064,-0.091,0.098
-0.001,-0.022,0.064,-0.182,0.038,9.791,-4.65,-6.75,-21.53,0.987,0.064,-0.091,0.098
-0.028,0.062,-0.005,-0.101,0.019,9.733,-6.3,-6.75,-21.53,0.987,0.064,-0.091,0.098
0.006,-0.051,0.041,-0.125,0.038,9.753,-6.6,-6.0,-21.98,0.987,0.064,-0.091,0.099
-0.023,-0.012,0.054,-0.263,0.091,9.82,-5.85,-6.75,-19.73,0.987,0.064,-0.092,0.099
-0.066,0.052,-0.014,-0.168,0.086,9.844,-5.85,-6.75,-20.03,0.987,0.064,-0.092,0.099
0.004,0.028,0.005,-0.211,0.034,9.652,-6.45,-6.15,-21.08,0.987,0.064,-0.092,0.099
-0.035,0.071,-0.033,-0.12,0.0,9.757,-6.9,-7.35,-21.83,0.987,0.064,-0.092,0.099
0.027,0.014,0.058,-0.22,-0.139,9.776,-7.2,-6.15,-19.88,0.987,0.064,-0.092,0.1
-0.035,0.023,-0.006,-0.134,0.168,9.882,-7.2,-6.15,-19.88,0.987,0.064,-0.092,0.1
-0.028,0.048,-0.04,-0.225,0.129,9.781,-5.85,-7.2,-22.28,0.987,0.064,-0.092,0.1
0.022,-0.042,0.076,-0.144,0.067,9.772,-5.85,-6.75,-20.48,0.987,0.065,-0.092,0.1
-0.024,0.013,0.017,-0.11,-0.038,9.733,-6.0,-5.1,-21.83,0.987,0.064,-0.092,0.1
-0.044,0.052,0.008,-0.125,0.057,9.844,-5.7,-5.85,-19.88,0.987,0.064,-0.092,0.1
0.029,-0.023,0.034,-0.196,-0.077,9.685,-7.5,-6.45,-21.23,0.987,0.064,-0.092,0.101
-0.036,0.028,0.02,-0.158,0.019,9.863,-5.4,-7.2,-19.28,0.987,0.065,-0.093,0.101
-0.025,0.033,-0.043,-0.134,0.024,9.772,-5.1,-4.95,-20.78,0.987,0.064,-0.092,0.101
-0.013,-0.02,0.05,-0.139,0.096,9.685,-5.4,-6.0,-21.53,0.987,0.064,-0.092,0.101
-0.029,0.063,-0.003,-0.201,-0.034,9.7,-6.6,-6.0,-19.73,0.987,0.064,-0.092,0.101
0.014,0.017,-0.002,-0.263,-0.072,9.82,-6.6,-6.0,-19.73,0.987,0.064,-0.092,0.101
0.036,-0.029,0.045,-0.144,0.062,9.695,-7.8,-6.0,-20.78,0.987,0.065,-0.093,0.102
-0.008,0.036,-0.025,-0.11,-0.005,9.781,-6.9,-6.6,-20.33,0.987,0.065,-0.093,0.102
-0.001,0.015,0.029,-0.139,0.091,9.786,-6.9,-7.65,-21.38,0.987,0.065,-0.093,0.102
-0.096,0.054,-0.023,-0.062,0.019,9.767,-6.6,-7.5,-20.48,0.987,0.065,-0.093,0.102
-0.013,0.076,-0.044,-0.096,0.081,9.858,-6.45,-8.85,-21.08,0.987,0.065,-0.093,0.102
0.001,0.035,0.049,-0.134,0.101,9.872,-6.0,-6.15,-21.08,0.987,0.065,-0.093,0.102
-0.044,0.05,0.006,-0.101,-0.005,9.853,-6.0,-6.15,-21.08,0.987,0.065,-0.093,0.102
-0.005,0.019,0.019,-0.067,-0.086,9.891,-6.0,-6.9,-21.83,0.987,0.065,-0.093,0.102
-0.002,0.005,0.081,-0.177,0.019,9.719,-6.3,-7.2,-21.23,0.986,0.065,-0.093,0.103
-0.071,0.094,-0.014,-0.115,0.081,9.733,-6.3,-7.2,-21.23,0.987,0.065,-0.093,0.103
0.045,-0.043,0.015,-0.163,0.048,9.824,-6.45,-6.9,-20.63,0.986,0.065,-0.093,0.103
-0.059,0.063,-0.041,-0.225,0.129,9.743,-5.4,-5.7,-22.73,0.987,0.065,-0.093,0.103
-0.079,0.04,-0.008,-0.254,0.038,9.753,-6.6,-6.75,-21.23,0.987,0.064,-0.093,0.103
-0.036,-0.013,0.033,-0.067,0.005,9.762,-7.05,-7.2,-20.78,0.986,0.064,-0.093,0.103
-0.05,0.014,-0.034,-0.139,-0.005,9.867,-7.5,-6.0,-20.78,0.986,0.064,-0.094,0.103
0.009,-0.02,0.015,-0.158,0.005,9.719,-6.6,-5.7,-20.48,0.986,0.064,-0.094,0.103
0.029,0.006,-0.005,-0.125,0.029,9.757,-6.6,-5.7,-20.48,0.986,0.064,-0.094,0.103
-0.04,0.035,-0.083,-0.014,0.101,9.901,-5.7,-7.65,-21.83,0.986,0.064,-0.094,0.103
0.002,-0.042,0.005,-0.182,0.057,9.896,-5.7,-7.65,-21.83,0.986,0.065,-0.094,0.103
-0.04,0.07,-0.03,-0.125,-0.115,9.738,-5.1,-6.0,-21.98,0.986,0.064,-0.094,0.103
-0.063,0.011,0.021,-0.153,0.024,9.844,-6.6,-7.2,-20.78,0.986,0.064,-0.094,0.103
0.017,-0.051,0.034,-0.105,-0.081,9.762,-7.5,-6.0,-20.78,0.986,0.064,-0.095,0.104
-0.059,0.025,-0.028,-0.235,0.0,9.796,-4.65,-6.75,-20.48,0.986,0.064,-0.094,0.104
0.006,-0.061,0.03,-0.158,0.014,9.848,-6.3,-5.7,-22.28,0.986,0.064,-0.095,0.104
-0.017,0.006,-0.005,-0.115,0.168,9.685,-5.25,-6.6,-20.63,0.986,0.064,-0.095,0.104
-0.032,0.048,-0.057,-0.029,0.077,9.738,-5.25,-6.6,-20.63,0.986,0.064,-0.095,0.104
-0.021,0.06,-0.033,-0.168,0.062,9.844,-6.3,-7.5,-21.23,0.986,0.064,-0.094,0.104
-0.024,-0.024,0.045,-0.201,-0.038,9.762,-6.0,-7.35,-19.58,0.986,0.065,-0.095,0.104
0.029,-0.034,0.043,-0.144,0.072,9.781,-5.7,-6.15,-22.13,0.986,0.065,-0.095,0.104
-0.041,0.028,0.016,-0.201,0.105,9.767,-6.3,-6.75,-20.48,0.986,0.065,-0.095,0.104
0.036,-0.003,0.045,-0.182,0.067,9.963,-6.0,-5.85,-21.08,0.986,0.065,-0.095,0.105
-0.056,0.066,-0.031,-0.192,0.067,9.781,-5.85,-6.0,-22.28,0.986,0.065,-0.095,0.105
-0.062,0.016,-0.016,-0.091,-0.024,9.872,-5.85,-6.75,-21.23,0.986,0.064,-0.095,0.105
0.01,-0.044,0.004,-0.12,0.019,9.743,-5.4,-6.75,-21.23,0.986,0.065,-0.095,0.105
-0.082,0.109,-0.033,-0.134,0.014,9.848,-4.2,-6.45,-21.23,0.986,0.064,-0.094,0.105
0.013,0.003,0.066,-0.115,0.081,9.709,-4.2,-6.45,-21.23,0.986,0.064,-0.094,0.105
-0.006,-0.057,0.028,-0.196,0.053,9.8,-4.8,-6.9,-22.13,0.986,0.064,-0.094,0.105
-0.054,0.03,-0.005,-0.105,0.01,9.695,-6.3,-5.25,-21.53,0.986,0.064,-0.094,0.105
-0.01,0.024,0.013,-0.101,0.043,9.753,-5.85,-7.2,-22.73,0.986,0.064,-0.094,0.105
0.046,-0.021,0.007,-0.105,-0.048,9.705,-5.1,-6.45,-21.53,0.986,0.064,-0.094,0.105
-0.026,-0.026,0.091,-0.192,-0.014,9.724,-7.65,-6.9,-20.33,0.986,0.064,-0.095,0.106
-0.07,0.081,-0.032,-0.187,0.024,9.709,-6.45,-6.9,-21.38,0.986,0.064,-0.095,0.106
0.008,-0.012,0.041,-0.139,-0.014,9.872,-6.0,-6.15,-20.63,0.986,0.064,-0.095,0.106
-0.056,0.106,-0.03,-0.254,0.081,9.791,-5.7,-4.35,-20.33,0.986,0.064,-0.094,0.106
-0.054,0.043,-0.036,-0.201,0.091,9.738,-5.1,-5.7,-19.28,0.986,0.064,-0.094,0.106
-0.02,-0.001,0.044,-0.153,0.086,9.7,-5.1,-5.7,-19.28,0.986,0.064,-0.094,0.106
-0.051,0.008,-0.025,-0.139,0.034,9.767,-6.0,-6.9,-23.33,0.986,0.064,-0.094,0.106
0.0,0.018,0.061,-0.22,0.043,9.753,-6.6,-7.2,-20.78,0.986,0.064,-0.094,0.107
0.018,0.013,0.038,-0.22,0.01,9.863,-6.9,-5.85,-21.08,0.986,0.064,-0.094,0.107
-0.002,0.054,-0.033,-0.273,0.072,9.762,-6.0,-5.4,-21.38,0.986,0.064,-0.094,0.107
0.014,0.02,0.068,-0.11,0.034,9.729,-5.85,-5.25,-21.53,0.986,0.064,-0.094,0.107
-0.038,0.073,-0.059,-0.125,0.115,9.829,-4.8,-6.15,-21.08,0.986,0.064,-0.093,0.107
-0.044,0.016,-0.01,-0.249,0.014,9.705,-4.8,-6.15,-21.08,0.986,0.064,-0.093,0.107
0.051,-0.023,0.012,-0.292,0.081,9.738,-6.0,-7.35,-21.08,0.986,0.064,-0.093,0.107
-0.056,0.077,-0.055,-0.139,0.048,9.762,-6.6,-6.0,-20.03,0.986,0.064,-0.093,0.107
-0.052,0.072,-0.011,-0.115,0.067,9.705,-5.4,-7.2,-20.48,0.986,0.064,-0.093,0.107
0.0,-0.051,0.036,-0.235,0.048,9.776,-6.6,-5.25,-21.23,0.986,0.064,-0.093,0.107
-0.022,0.048,0.018,-0.134,0.034,9.662,-5.1,-6.45,-20.48,0.986,0.064,-0.093,0.108
0.016,0.03,0.04,-0.211,0.024,9.719,-6.3,-6.75,-22.28,0.986,0.064,-0.093,0.108
0.051,-0.017,-0.011,-0.192,0.053,9.714,-5.85,-6.75,-21.98,0.986,0.064,-0.093,0.108
-0.042,0.027,0.024,-0.067,0.019,9.695,-5.85,-6.75,-21.53,0.986,0.064,-0.093,0.108
0.005,-0.007,0.037,-0.11,-0.105,9.791,-5.85,-6.75,-21.53,0.986,0.064,-0.093,0.108
0.027,0.006,0.019,-0.163,-0.067,9.853,-5.85,-8.25,-21.23,0.986,0.065,-0.093,0.109
-0.049,0.064,-0.017,-0.11,-0.029,9.867,-7.05,-7.2,-20.03,0.986,0.064,-0.093,0.109
-0.013,0.024,-0.023,-0.129,-0.014,9.705,-7.05,-7.2,-20.03,0.986,0.065,-0.094,0.109
-0.004,-0.014,0.016,-0.144,0.034,9.815,-6.3,-5.25,-21.53,0.986,0.065,-0.094,0.109
-0.094,0.074,-0.04,-0.101,-0.034,9.757,-5.85,-6.75,-21.98,0.986,0.064,-0.093,0.109
-0.049,0.06,0.009,-0.105,0.048,9.796,-5.85,-6.0,-20.48,0.986,0.064,-0.093,0.109
-0.016,0.024,0.049,-0.168,-0.014,9.8,-7.05,-8.25,-21.53,0.986,0.064,-0.094,0.109
-0.048,0.041,-0.007,-0.182,0.11,9.671,-6.6,-5.7,-20.48,0.986,0.064,-0.093,0.109
-0.012,0.022,0.027,-0.096,0.115,9.743,-7.05,-7.95,-21.98,0.986,0.064,-0.094,0.11
-0.024,-0.035,0.076,-0.177,0.024,9.719,-7.05,-7.95,-21.98,0.986,0.064,-0.094,0.11
-0.035,0.071,-0.006,-0.168,0.048,9.743,-6.9,-6.9,-19.88,0.986,0.064,-0.094,0.11
0.034,0.04,0.012,-0.153,0.029,9.911,-6.3,-7.5,-20.48,0.986,0.064,-0.094,0.11
-0.036,0.039,-0.051,-0.139,0.048,9.748,-5.25,-4.35,-21.83,0.986,0.064,-0.094,0.11
-0.048,0.062,-0.038,-0.105,-0.005,9.829,-6.0,-6.6,-19.88,0.986,0.064,-0.094,0.11
-0.055,0.073,-0.021,-0.254,0.105,9.834,-7.05,-6.75,-21.53,0.986,0.064,-0.093,0.11
0.002,-0.009,-0.04,-0.077,0.038,9.753,-6.0,-5.4,-21.08,0.986,0.064,-0.094,0.11
-0.035,0.097,-0.005,-0.172,0.115,9.757,-6.6,-6.0,-21.23,0.986,0.064,-0.093,0.11
-0.063,0.108,-0.02,-0.101,0.005,9.7,-5.85,-6.45,-20.78,0.986,0.063,-0.093,0.11
-0.007,-0.047,0.023,-0.043,0.096,9.839,-5.85,-6.45,-20.78,0.986,0.064,-0.093,0.11
-0.031,0.044,-0.012,-0.148,-0.034,9.676,-6.45,-7.35,-21.83,0.986,0.064,-0.093,0.11
0.001,0.009,0.04,-0.048,0.057,9.638,-6.45,-8.1,-20.63,0.986,0.064,-0.093,0.111
-0.0,-0.02,0.04,-0.125,0.072,9.781,-5.85,-5.25,-20.78,0.986,0.064,-0.094,0.111
-0.002,0.038,0.003,-0.163,-0.034,9.829,-6.0,-6.15,-20.63,0.986,0.064,-0.093,0.111
0.042,-0.009,0.013,0.024,-0.062,9.772,-4.2,-7.2,-20.03,0.986,0.064,-0.093,0.111
-0.028,0.046,0.013,-0.125,0.091,9.786,-6.45,-6.15,-21.38,0.986,0.064,-0.093,0.111
-0.052,0.054,-0.014,-0.11,-0.019,9.796,-4.8,-6.9,-20.63,0.986,0.064,-0.093,0.111
-0.004,-0.017,0.005,-0.216,-0.067,9.618,-4.8,-7.35,-21.38,0.986,0.064,-0.093,0.111
-0.049,0.08,-0.011,-0.163,-0.091,9.824,-5.4,-6.45,-20.03,0.986,0.064,-0.093,0.112
0.001,-0.019,0.021,-0.168,0.072,9.791,-5.4,-6.45,-20.03,0.986,0.064,-0.093,0.112
-0.0,0.0,0.045,-0.053,-0.034,9.657,-5.1,-7.2,-21.23,0.986,0.064,-0.093,0.112
-0.026,0.06,-0.073,-0.211,-0.038,9.762,-4.8,-6.9,-22.58,0.986,0.064,-0.093,0.112
-0.004,-0.007,0.045,-0.187,0.105,9.709,-6.0,-7.35,-22.13,0.986,0.064,-0.093,0.112
-0.044,0.048,-0.021,-0.091,0.077,9.791,-4.8,-5.85,-22.13,0.986,0.064,-0.093,0.112
-0.021,0.052,-0.026,-0.187,0.005,9.767,-4.8,-7.35,-20.63,0.986,0.064,-0.092,0.112
-0.0,-0.03,-0.007,-0.101,0.048,9.791,-6.3,-5.25,-21.98,0.986,0.064,-0.093,0.112
-0.022,0.055,-0.059,-0.206,0.096,9.781,-6.3,-5.25,-21.98,0.986,0.064,-0.092,0.112
0.036,-0.045,0.044,-0.067,0.029,9.685,-8.7,-5.25,-22.28,0.986,0.064,-0.093,0.112
-0.01,-0.012,0.067,-0.057,0.091,9.796,-6.45,-5.85,-21.83,0.986,0.064,-0.093,0.112
-0.08,0.101,-0.039,-0.168,-0.01,9.872,-6.45,-5.85,-21.83,0.986,0.064,-0.093,0.112
-0.018,0.002,0.051,-0.158,0.005,9.733,-7.05,-6.75,-22.73,0.986,0.064,-0.093,0.113
-0.07,0.064,-0.011,-0.12,-0.005,9.791,-4.65,-5.7,-21.98,0.986,0.063,-0.092,0.113
-0.07,0.067,0.009,-0.144,-0.034,9.848,-7.05,-6.75,-21.98,0.986,0.063,-0.092,0.113
0.019,-0.035,0.041,-0.201,0.125,9.776,-4.65,-5.25,-21.98,0.986,0.063,-0.092,0.113
-0.025,0.02,0.014,-0.225,0.096,9.844,-6.3,-7.2,-21.23,0.986,0.063,-0.092,0.113
0.018,-0.009,-0.001,-0.211,0.024,9.719,-6.3,-6.0,-22.73,0.986,0.063,-0.092,0.113
0.026,0.002,0.035,-0.129,-0.057,9.82,-6.3,-6.0,-22.73,0.985,0.063,-0.092,0.114
-0.04,0.052,-0.019,0.014,0.014,9.82,-6.0,-6.15,-21.83,0.986,0.063,-0.092,0.113
0.009,-0.04,0.019,-0.201,0.0,9.776,-6.0,-6.15,-21.83,0.985,0.063,-0.092,0.114
-0.022,0.089,-0.045,-0.22,0.077,9.714,-5.85,-6.0,-21.53,0.986,0.063,-0.092,0.114
-0.064,0.078,0.009,-0.11,0.062,9.781,-5.4,-7.95,-21.98,0.986,0.063,-0.092,0.114
-0.047,0.018,-0.026,-0.125,0.086,9.743,-7.05,-6.45,-23.03,0.986,0.063,-0.092,0.114
-0.001,0.005,0.068,-0.172,-0.029,9.767,-6.9,-6.6,-22.58,0.985,0.063,-0.092,0.114
-0.021,0.025,-0.015,-0.158,-0.048,9.676,-5.1,-6.0,-23.48,0.986,0.063,-0.092,0.114
-0.046,0.06,0.004,-0.077,0.01,9.791,-6.6,-5.7,-21.53,0.986,0.063,-0.092,0.114
0.025,-0.041,0.033,-0.23,0.014,9.824,-6.6,-5.7,-21.53,0.985,0.063,-0.092,0.114
-0.033,0.053,-0.03,-0.11,-0.091,9.978,-5.7,-6.9,-22.13,0.986,0.063,-0.092,0.114
0.011,-0.004,0.022,-0.177,0.105,9.82,-5.4,-6.75,-21.98,0.985,0.063,-0.092,0.114
-0.033,-0.022,-0.007,-0.311,-0.024,9.791,-4.05,-6.9,-22.13,0.985,0.063,-0.092,0.114
-0.027,0.055,0.01,-0.254,-0.019,9.786,-4.8,-6.6,-22.13,0.986,0.063,-0.091,0.115
0.01,0.008,0.071,0.024,-0.029,9.781,-5.7,-6.9,-22.58,0.985,0.063,-0.091,0.115
-0.052,0.053,-0.022,-0.139,0.062,9.729,-5.7,-6.9,-22.88,0.985,0.063,-0.091,0.115
-0.077,0.046,-0.0,-0.057,0.062,9.863,-5.25,-7.65,-23.33,0.986,0.062,-0.091,0.115
-0.035,0.039,-0.021,-0.096,0.048,9.829,-4.8,-5.85,-23.63,0.986,0.062,-0.091,0.115
0.005,-0.056,0.051,-0.134,0.024,9.681,-6.0,-5.85,-22.88,0.985,0.062,-0.091,0.115
-0.042,0.022,-0.047,-0.086,-0.029,9.767,-6.0,-5.85,-22.88,0.986,0.062,-0.091,0.115
-0.048,0.071,-0.009,-0.105,-0.067,9.858,-5.4,-7.2,-23.03,0.986,0.062,-0.09,0.115
-0.012,0.001,0.082,-0.105,-0.019,9.853,-5.85,-6.0,-23.48,0.986,0.062,-0.09,0.116
-0.052,0.073,-0.026,-0.148,0.029,9.781,-6.45,-5.4,-23.33,0.986,0.061,-0.09,0.116
0.025,-0.005,0.065,-0.072,0.062,9.848,-6.45,-8.1,-22.58,0.985,0.062,-0.09,0.116
0.01,0.005,0.043,-0.11,0.081,9.762,-5.25,-6.9,-24.08,0.985,0.062,-0.09,0.116
-0.033,0.05,0.317,0.8,-0.153,9.753,-5.4,-6.0,-22.73,0.985,0.062,-0.09,0.118
-0.007,-0.015,0.157,0.125,0.12,9.848,-5.7,-5.85,-22.88,0.985,0.062,-0.09,0.119
-0.061,0.098,0.029,-0.038,0.034,9.882,-6.45,-8.1,-22.58,0.985,0.061,-0.09,0.119
-0.035,0.027,-0.041,-0.096,-0.057,9.834,-6.3,-7.5,-22.28,0.985,0.061,-0.09,0.119
0.016,-0.019,0.087,-0.101,0.014,9.705,-6.3,-7.5,-22.28,0.985,0.062,-0.091,0.119
-0.052,0.019,-0.006,-0.206,0.101,9.628,-7.5,-6.75,-23.48,0.985,0.061,-0.091,0.119
-0.007,-0.002,0.009,-0.091,0.038,9.786,-4.05,-6.9,-22.13,0.985,0.062,-0.091,0.12
-0.008,0.014,0.054,-0.172,0.014,9.81,-5.25,-6.6,-22.13,0.985,0.062,-0.091,0.12
-0.027,0.027,-0.045,-0.125,-0.024,9.8,-6.45,-6.15,-22.88,0.985,0.062,-0.091,0.12
-0.023,-0.077,0.025,-0.125,0.086,9.93,-4.2,-6.0,-21.53,0.985,0.062,-0.091,0.12
-0.058,0.104,-0.05,-0.12,0.005,10.002,-5.7,-7.35,-22.58,0.985,0.061,-0.09,0.12
-0.076,0.066,-0.016,-0.158,0.091,9.829,-6.9,-6.15,-21.38,0.985,0.061,-0.09,0.12
0.007,-0.019,0.038,-0.201,-0.029,9.719,-7.05,-6.0,-22.28,0.985,0.061,-0.091,0.12
-0.039,0.074,-0.02,-0.292,0.077,9.709,-7.05,-6.0,-22.28,0.985,0.061,-0.09,0.12
0.023,0.009,0.047,-0.168,0.024,9.901,-5.85,-6.75,-23.03,0.985,0.061,-0.09,0.12
-0.006,0.003,0.038,-0.283,0.067,9.815,-4.8,-4.35,-20.63,0.985,0.061,-0.09,0.121
-0.034,0.026,-0.015,-0.249,-0.043,9.753,-6.0,-7.35,-20.63,0.985,0.061,-0.09,0.121
-0.006,-0.03,0.018,-0.153,-0.038,9.738,-5.7,-6.9,-20.33,0.985,0.061,-0.091,0.121
-0.019,0.071,-0.018,-0.225,-0.043,9.685,-7.2,-6.6,-22.13,0.985,0.061,-0.09,0.121
-0.09,0.055,0.014,-0.062,0.024,9.824,-6.0,-5.1,-22.13,0.985,0.061,-0.09,0.121
-0.023,-0.008,0.053,-0.211,0.072,9.767,-6.0,-5.1,-22.13,0.985,0.061,-0.09,0.121
-0.066,0.035,-0.012,-0.086,0.029,9.671,-6.45,-6.15,-22.13,0.985,0.06,-0.09,0.121
0.038,-0.007,0.066,-0.096,0.091,9.791,-5.85,-6.75,-21.23,0.985,0.061,-0.09,0.122
0.017,-0.022,-0.044,-0.11,0.091,9.791,-5.85,-6.75,-21.23,0.985,0.061,-0.091,0.122
-0.041,0.101,-0.055,-0.11,0.077,9.829,-6.45,-6.15,-21.83,0.985,0.061,-0.09,0.121
-0.01,-0.028,0.06,-0.172,0.081,9.796,-5.85,-6.45,-19.73,0.985,0.061,-0.091,0.122
-0.017,0.037,-0.037,-0.134,0.067,9.872,-6.45,-5.4,-22.13,0.985,0.061,-0.09,0.122
-0.043,0.051,-0.027,-0.029,0.072,9.753,-5.7,-6.15,-21.08,0.985,0.061,-0.09,0.122
0.006,-0.013,0.002,-0.23,0.081,9.724,-6.0,-7.35,-19.88,0.985,0.061,-0.091,0.122
-0.021,-0.013,0.007,-0.057,-0.014,9.738,-5.85,-6.0,-21.53,0.985,0.061,-0.091,0.122
-0.053,0.037,-0.005,-0.182,0.053,9.69,-5.85,-6.0,-21.53,0.985,0.061,-0.091,0.122
-0.048,0.04,-0.044,-0.153,0.034,9.796,-7.2,-6.6,-21.83,0.985,0.061,-0.091,0.122
0.006,0.008,0.072,-0.201,0.086,9.776,-7.2,-6.6,-21.83,0.985,0.061,-0.091,0.122
-0.054,0.033,-0.01,0.019,0.115,9.786,-5.7,-5.1,-20.63,0.985,0.061,-0.091,0.122
0.014,0.013,0.049,-0.148,0.014,9.796,-6.45,-6.15,-20.63,0.985,0.061,-0.091,0.123
0.007,-0.017,0.002,-0.139,0.0,9.705,-6.0,-6.9,-21.38,0.985,0.061,-0.091,0.123
-0.066,0.06,0.0,-0.187,-0.024,9.781,-7.05,-7.2,-21.53,0.985,0.061,-0.091,0.123
0.003,-0.06,0.037,-0.24,-0.024,9.805,-7.05,-6.45,-21.98,0.985,0.061,-0.092,0.123
-0.061,0.083,0.012,-0.153,0.057,9.724,-7.65,-6.6,-21.38,0.985,0.061,-0.092,0.123
-0.06,0.029,-0.019,-0.206,0.081,9.81,-7.65,-6.6,-21.38,0.985,0.06,-0.092,0.123
-0.027,-0.017,0.042,-0.096,0.005,9.705,-5.4,-6.75,-20.78,0.984,0.06,-0.092,0.124
-0.087,0.06,-0.058,-0.168,0.01,9.719,-4.2,-6.45,-20.48,0.985,0.06,-0.092,0.123
-0.0,0.006,0.045,-0.096,0.067,9.872,-4.2,-6.45,-20.48,0.985,0.06,-0.092,0.124
0.017,0.033,0.055,-0.053,0.053,9.719,-6.3,-6.75,-21.53,0.984,0.06,-0.092,0.124
-0.063,0.048,-0.061,-0.192,0.005,9.815,-6.6,-6.0,-19.73,0.984,0.06,-0.092,0.124
-0.003,-0.01,0.041,-0.115,0.077,9.599,-6.9,-6.15,-22.13,0.984,0.06,-0.092,0.124
-0.022,0.059,-0.05,-0.053,-0.01,9.733,-6.0,-5.1,-21.08,0.984,0.06,-0.092,0.124
-0.065,0.038,-0.022,-0.134,0.005,9.729,-6.6,-6.0,-20.48,0.984,0.06,-0.092,0.124
-0.001,-0.01,0.046,-0.105,0.053,9.676,-7.2,-6.9,-19.58,0.984,0.06,-0.092,0.124
-0.085,0.08,-0.005,-0.268,0.014,9.733,-7.2,-6.9,-19.58,0.984,0.06,-0.092,0.124
-0.007,-0.01,0.05,-0.086,0.053,9.767,-6.3,-6.75,-20.48,0.984,0.06,-0.093,0.125
0.022,-0.001,0.036,-0.134,0.029,9.719,-4.65,-7.2,-21.53,0.984,0.06,-0.093,0.125
-0.025,0.039,-0.028,-0.206,0.072,9.743,-6.3,-7.5,-22.28,0.984,0.06,-0.093,0.125
0.011,-0.002,-0.001,-0.048,0.062,9.738,-5.25,-6.9,-19.88,0.984,0.061,-0.093,0.125
0.026,-0.051,0.06,-0.053,0.038,9.743,-7.05,-6.0,-23.03,0.984,0.061,-0.093,0.126
0.013,-0.042,0.025,-0.024,0.043,9.757,-6.6,-6.0,-21.23,0.984,0.061,-0.093,0.126
-0.053,0.039,-0.049,-0.077,-0.005,9.791,-7.05,-5.7,-21.53,0.984,0.061,-0.093,0.126
-0.007,-0.021,0.034,-0.163,0.048,9.786,-4.5,-5.1,-22.88,0.984,0.061,-0.093,0.126
-0.033,0.045,-0.024,-0.034,0.043,9.8,-4.5,-5.1,-22.88,0.984,0.061,-0.093,0.126
-0.069,0.09,-0.007,-0.182,0.129,9.805,-5.85,-5.7,-21.23,0.984,0.06,-0.092,0.126
0.016,-0.034,0.077,-0.038,-0.01,9.729,-6.3,-6.75,-21.23,0.984,0.06,-0.093,0.126
-0.062,0.058,-0.041,0.029,0.11,9.705,-6.45,-6.6,-22.13,0.984,0.06,-0.093,0.126
0.007,-0.037,0.033,-0.024,0.038,9.824,-5.7,-6.15,-20.33,0.984,0.06,-0.093,0.126
0.025,0.017,0.019,-0.077,0.062,9.791,-6.45,-7.65,-22.13,0.984,0.061,-0.093,0.127
-0.084,0.05,-0.044,-0.115,-0.005,9.781,-6.3,-6.75,-21.53,0.984,0.06,-0.093,0.126
0.005,0.005,0.003,-0.177,0.038,9.796,-6.3,-6.0,-21.53,0.984,0.061,-0.093,0.127
